_about,average_price,house_price_index,percentage_annual_change,percentage_change,ref_month,ref_period_duration,ref_period_start,ref_region,sales_volume
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-07,164556,90.3,13.3,2.4,2021-07,3,2021-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,215.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-08,164556,90.3,13.3,2.4,2021-08,3,2021-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,215.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-09,164556,90.3,13.3,2.4,2021-09,3,2021-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,215.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-10,165005,90.5,9.0,0.3,2021-10,3,2021-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-11,165005,90.5,9.0,0.3,2021-11,3,2021-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2021-12,165005,90.5,9.0,0.3,2021-12,3,2021-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-01,170308,93.4,13.9,3.2,2022-01,3,2022-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,130.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-02,170308,93.4,13.9,3.2,2022-02,3,2022-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,130.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-03,170308,93.4,13.9,3.2,2022-03,3,2022-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,130.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-04,177324,97.3,10.3,4.1,2022-04,3,2022-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,139.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-05,177324,97.3,10.3,4.1,2022-05,3,2022-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,139.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-06,177324,97.3,10.3,4.1,2022-06,3,2022-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,139.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-07,184398,101.1,12.1,4.0,2022-07,3,2022-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-08,184398,101.1,12.1,4.0,2022-08,3,2022-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-09,184398,101.1,12.1,4.0,2022-09,3,2022-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,154.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-10,182570,100.1,10.6,-1.0,2022-10,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,177.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-11,182570,100.1,10.6,-1.0,2022-11,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,177.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2022-12,182570,100.1,10.6,-1.0,2022-12,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,177.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-01,182320,100.0,7.1,-0.1,2023-01,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,119.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-02,182320,100.0,7.1,-0.1,2023-02,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,119.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-03,182320,100.0,7.1,-0.1,2023-03,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,119.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-04,182748,100.2,3.1,0.2,2023-04,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,151.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-05,182748,100.2,3.1,0.2,2023-05,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,151.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-06,182748,100.2,3.1,0.2,2023-06,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,151.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-07,183701,100.8,-0.4,0.5,2023-07,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,155.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-08,183701,100.8,-0.4,0.5,2023-08,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,155.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-09,183701,100.8,-0.4,0.5,2023-09,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,155.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-10,183833,100.8,0.7,0.1,2023-10,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,132.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-11,183833,100.8,0.7,0.1,2023-11,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,132.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2023-12,183833,100.8,0.7,0.1,2023-12,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,132.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-01,174950,96.0,-4.0,-4.8,2024-01,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,115.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-02,174950,96.0,-4.0,-4.8,2024-02,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,115.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-03,174950,96.0,-4.0,-4.8,2024-03,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,115.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-04,195302,107.1,6.9,11.6,2024-04,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,137.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-05,195302,107.1,6.9,11.6,2024-05,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,137.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-06,195302,107.1,6.9,11.6,2024-06,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,137.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-07,197983,108.6,7.8,1.4,2024-07,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,165.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-08,197983,108.6,7.8,1.4,2024-08,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,165.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-09,197983,108.6,7.8,1.4,2024-09,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,165.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-10,197470,108.3,7.4,-0.3,2024-10,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,161.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-11,197470,108.3,7.4,-0.3,2024-11,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,161.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2024-12,197470,108.3,7.4,-0.3,2024-12,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,161.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-01,200077,109.7,14.4,1.3,2025-01,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,169.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-02,200077,109.7,14.4,1.3,2025-02,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,169.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-03,200077,109.7,14.4,1.3,2025-03,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,169.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-04,198621,108.9,1.7,-0.7,2025-04,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,120.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-05,198621,108.9,1.7,-0.7,2025-05,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,120.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-06,198621,108.9,1.7,-0.7,2025-06,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,120.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-07,207248,113.7,4.7,4.3,2025-07,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,151.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-08,207248,113.7,4.7,4.3,2025-08,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,151.0
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-09,207248,113.7,4.7,4.3,2025-09,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,
http://landregistry.data.gov.uk/data/ukhpi/region/causeway-coast-and-glens/month/2025-10,207248,113.7,4.7,4.3,2025-10,3,2025-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/causeway-coast-and-glens,
