_about,average_price,average_price_detached,average_price_existing_property,average_price_flat_maisonette,average_price_new_build,average_price_semi_detached,average_price_terraced,house_price_index,house_price_index_detached,house_price_index_existing_property,house_price_index_flat_maisonette,house_price_index_new_build,house_price_index_semi_detached,house_price_index_terraced,percentage_annual_change,percentage_annual_change_detached,percentage_annual_change_existing_property,percentage_annual_change_flat_maisonette,percentage_annual_change_new_build,percentage_annual_change_semi_detached,percentage_annual_change_terraced,percentage_change,percentage_change_detached,percentage_change_existing_property,percentage_change_flat_maisonette,percentage_change_new_build,percentage_change_semi_detached,percentage_change_terraced,ref_month,ref_period_duration,ref_period_start,ref_region,sales_volume,sales_volume_existing_property,sales_volume_cash,sales_volume_mortgage,sales_volume_new_build
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-01,132322,165703,132358.0,69480,111637.0,108889,82903,94.6,94.2,94.6,95.2,90.9,94.6,94.7,10.0,10.4,10.1,8.9,3.9,9.3,9.8,9.4,9.2,9.4,10.5,11.1,9.4,9.7,2021-01,1,2021-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,24.0,24.0,12.0,12.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-02,124955,156369,124966.0,66083,106967.0,102657,78447,89.3,88.9,89.3,90.5,87.1,89.2,89.6,-0.2,-0.1,-0.1,-0.2,-3.4,-0.6,0.2,-5.6,-5.6,-5.6,-4.9,-4.2,-5.7,-5.4,2021-02,1,2021-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,30.0,30.0,17.0,13.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-03,129983,162135,129977.0,69663,112604.0,106808,82122,92.9,92.2,92.9,95.4,91.7,92.8,93.8,16.1,15.8,16.1,17.1,14.0,15.5,17.4,4.0,3.7,4.0,5.4,5.3,4.0,4.7,2021-03,1,2021-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,44.0,44.0,29.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-04,123888,154466,123849.0,66609,108927.0,101772,78266,88.5,87.8,88.5,91.2,88.7,88.4,89.4,-2.4,-2.7,-2.5,-0.5,-0.6,-2.9,-1.5,-4.7,-4.7,-4.7,-4.4,-3.3,-4.7,-4.7,2021-04,1,2021-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,29.0,29.0,14.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-05,125330,156055,125291.0,67410,110184.0,103152,79409,89.6,88.7,89.5,92.3,89.7,89.6,90.7,5.9,5.6,5.9,7.6,5.5,5.1,7.0,1.2,1.0,1.2,1.2,1.2,1.4,1.5,2021-05,1,2021-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,39.0,39.0,21.0,18.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-06,126363,157461,126355.0,68017,109581.0,103777,79992,90.3,89.5,90.3,93.2,89.2,90.2,91.4,-2.4,-2.7,-2.4,-0.1,-3.3,-3.1,-1.5,0.8,0.9,0.8,0.9,-0.5,0.6,0.7,2021-06,1,2021-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,38.0,38.0,23.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-07,128343,160016,128315.0,68512,112338.0,105699,81231,91.7,91.0,91.7,93.8,91.5,91.9,92.8,6.9,6.5,6.9,8.0,6.9,6.7,8.4,1.6,1.6,1.6,0.7,2.5,1.9,1.5,2021-07,1,2021-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,37.0,37.0,16.0,21.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-08,126955,158283,126958.0,67758,109645.0,104760,80149,90.7,90.0,90.7,92.8,89.3,91.0,91.6,12.4,12.1,12.4,13.8,10.9,12.2,13.5,-1.1,-1.1,-1.1,-1.1,-2.4,-0.9,-1.3,2021-08,1,2021-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,34.0,34.0,22.0,12.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-09,122299,152536,122297.0,64991,105844.0,101184,77036,87.4,86.7,87.4,89.0,86.2,87.9,88.0,-1.5,-1.5,-1.5,-0.6,-4.0,-1.8,-1.1,-3.7,-3.6,-3.7,-4.1,-3.5,-3.4,-3.9,2021-09,1,2021-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,36.0,36.0,16.0,20.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-10,119517,149562,119588.0,63506,99909.0,98316,74804,85.4,85.0,85.4,87.0,81.3,85.4,85.5,2.1,2.5,2.2,3.5,-2.0,1.0,1.5,-2.3,-2.0,-2.2,-2.3,-5.6,-2.8,-2.9,2021-10,1,2021-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,37.0,37.0,26.0,11.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-11,127196,159467,127264.0,67524,106697.0,104374,79290,90.9,90.7,90.9,92.5,86.9,90.7,90.6,-2.7,-2.4,-2.6,-0.8,-3.6,-3.4,-3.2,6.4,6.6,6.4,6.3,6.8,6.2,6.0,2021-11,1,2021-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,43.0,43.0,20.0,23.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2021-12,139333,175155,139426.0,73552,116009.0,113972,86562,99.6,99.6,99.6,100.7,94.5,99.1,98.9,15.2,15.4,15.2,17.0,15.5,14.5,14.6,9.5,9.8,9.6,8.9,8.7,9.2,9.2,2021-12,1,2021-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,31.0,31.0,16.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-01,144378,181526,144463.0,76120,120745.0,118135,89676,103.2,103.2,103.2,104.3,98.3,102.7,102.5,9.1,9.5,9.1,9.6,8.2,8.5,8.2,3.6,3.6,3.6,3.5,4.1,3.7,3.6,2022-01,1,2022-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,32.0,32.0,21.0,11.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-02,149315,187930,149385.0,78710,127346.0,122309,92088,106.7,106.8,106.7,107.8,103.7,106.3,105.2,19.5,20.2,19.5,19.1,19.1,19.1,17.4,3.4,3.5,3.4,3.4,5.5,3.5,2.7,2022-02,1,2022-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,24.0,24.0,10.0,14.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-03,144227,181585,144256.0,76098,125937.0,118432,88427,103.1,103.2,103.1,104.2,102.5,102.9,101.0,11.0,12.0,11.0,9.2,11.8,10.9,7.7,-3.4,-3.4,-3.4,-3.3,-1.1,-3.2,-4.0,2022-03,1,2022-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,31.0,31.0,18.0,13.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-04,145672,183301,145698.0,76989,127888.0,119669,89472,104.1,104.2,104.1,105.5,104.1,104.0,102.2,17.6,18.7,17.6,15.6,17.4,17.6,14.3,1.0,0.9,1.0,1.2,1.5,1.0,1.2,2022-04,1,2022-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,22.0,22.0,11.0,11.0,
