transx,addr,paon,street,town,county,postcode,amount,date,category,record_status,property_type,estate_type,transaction_id
http://landregistry.data.gov.uk/data/ppi/transaction/2FD36066-5BFC-4BF8-E050-A8C0620562B1/current,http://landregistry.data.gov.uk/data/ppi/address/af2241273f0c5f35c682ef6c6bebea6cf25ebb1b,67,ABINGTON STREET,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 2BH,10000,2016-03-04,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,other,Leasehold,2FD36066-5BFC-4BF8-E050-A8C0620562B1
http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-A065-EE3A-E063-4804A8C0D6F1/current,http://landregistry.data.gov.uk/data/ppi/address/ca6ac785d94d93985c3f9365b7996d1daa40a423,79 - 81,ABINGTON STREET,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 2BH,160613,2025-03-10,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,other,Leasehold,3B5CE842-A065-EE3A-E063-4804A8C0D6F1
http://landregistry.data.gov.uk/data/ppi/transaction/2A289EA1-7B13-CDC8-E050-A8C063054829/current,http://landregistry.data.gov.uk/data/ppi/address/c7bb3f3c612c44d8b0caa676ab8572b3529b6ce4,65 - 65A,ABINGTON STREET,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 2BH,1265000,2002-06-21,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,semi-detached,Freehold,2A289EA1-7B13-CDC8-E050-A8C063054829
