transx,addr,paon,street,town,county,postcode,amount,date,category,record_status,property_type,estate_type,transaction_id
http://landregistry.data.gov.uk/data/ppi/transaction/E447376E-B43F-4CE1-8174-1E51DAD77771/current,http://landregistry.data.gov.uk/data/ppi/address/88b36d459ef50db4f68a363de76dc6dbaea594ba,60,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,148000,2014-11-17,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,E447376E-B43F-4CE1-8174-1E51DAD77771
http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-492C-BDF9-E063-4804A8C0672F/current,http://landregistry.data.gov.uk/data/ppi/address/5705861d987644de239c7f04bf7a18136636fd4b,29,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,150000,2025-01-24,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,2D4D7609-492C-BDF9-E063-4804A8C0672F
http://landregistry.data.gov.uk/data/ppi/transaction/2FD36065-DD9E-4BF8-E050-A8C0620562B1/current,http://landregistry.data.gov.uk/data/ppi/address/725210447d856cd06ef4d5b1e38bd36b0975049b,23,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,153000,2016-03-18,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,2FD36065-DD9E-4BF8-E050-A8C0620562B1
http://landregistry.data.gov.uk/data/ppi/transaction/25EA59FA-06EA-4D50-E050-A8C0630562D0/current,http://landregistry.data.gov.uk/data/ppi/address/c1a84d6236dcd4e9bfb988b16e795a43db7d6422,34,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,154000,2015-10-23,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,25EA59FA-06EA-4D50-E050-A8C0630562D0
http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE6-4D6F-521D-E053-6B04A8C0DD7A/current,http://landregistry.data.gov.uk/data/ppi/address/b160ed1aabf15a1ea6ce8ba8d34070bd9f87eead,6,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,158000,2017-07-14,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,55BDCAE6-4D6F-521D-E053-6B04A8C0DD7A
http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-E738-BDF9-E063-4804A8C0672F/current,http://landregistry.data.gov.uk/data/ppi/address/444d39181f7dcbe0890070072246c86d04f1913e,14,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,164000,2024-07-02,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,2D4D7609-E738-BDF9-E063-4804A8C0672F
http://landregistry.data.gov.uk/data/ppi/transaction/39140479-FFC0-3206-E050-A8C063057647/current,http://landregistry.data.gov.uk/data/ppi/address/5b024cd5590802f8a2fb490d82d95c3e5ae253b3,26,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,164000,2016-06-30,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,39140479-FFC0-3206-E050-A8C063057647
http://landregistry.data.gov.uk/data/ppi/transaction/49B7852A-522B-7921-E050-A8C063056E8D/current,http://landregistry.data.gov.uk/data/ppi/address/c43cf0154d8caf128ec959b19ab4a40b73c6b391,11,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,164995,2017-01-27,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,49B7852A-522B-7921-E050-A8C063056E8D
http://landregistry.data.gov.uk/data/ppi/transaction/4C4EE000-515E-1854-E050-A8C063054F34/current,http://landregistry.data.gov.uk/data/ppi/address/fd56d2e6d7f7bfbaf8b94f5598af1e354ca74b63,56,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,165000,2017-02-02,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,4C4EE000-515E-1854-E050-A8C063054F34
http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-7062-4963-E053-6B04A8C07B97/current,http://landregistry.data.gov.uk/data/ppi/address/53653a8dda7271b537d098d16874574fb43087b4,36,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,165000,2018-11-02,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,7C2D0700-7062-4963-E053-6B04A8C07B97
http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-B87C-95E4-E053-6C04A8C07729/current,http://landregistry.data.gov.uk/data/ppi/address/41d2889d94646fd02b512df1a26e38758e2ede7e,19,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,168000,2019-09-13,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,965B6D91-B87C-95E4-E053-6C04A8C07729
http://landregistry.data.gov.uk/data/ppi/transaction/453D27A3-5A1A-EF91-E050-A8C0630574D7/current,http://landregistry.data.gov.uk/data/ppi/address/7175f082f03fbd2c2574f4f4df9a233f479a28e4,37,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,170000,2016-10-31,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,453D27A3-5A1A-EF91-E050-A8C0630574D7
http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-A126-40FD-E053-6B04A8C0C1DF/current,http://landregistry.data.gov.uk/data/ppi/address/ad5d861a92ee08b86ad7dcfdaa5603174d840307,38,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,172000,2019-08-23,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,93E6821E-A126-40FD-E053-6B04A8C0C1DF
http://landregistry.data.gov.uk/data/ppi/transaction/3B7E0B8F-E7B1-EA99-E050-A8C062057E77/current,http://landregistry.data.gov.uk/data/ppi/address/4c2a9910281a042e0a7e2a7b9914280bd4e651b0,33,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,175000,2016-06-17,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,3B7E0B8F-E7B1-EA99-E050-A8C062057E77
http://landregistry.data.gov.uk/data/ppi/transaction/9DBAD222-0C88-6EB3-E053-6B04A8C0F257/current,http://landregistry.data.gov.uk/data/ppi/address/7175f082f03fbd2c2574f4f4df9a233f479a28e4,37,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,175000,2019-12-20,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,9DBAD222-0C88-6EB3-E053-6B04A8C0F257
http://landregistry.data.gov.uk/data/ppi/transaction/C18F412B-26EF-81A6-E053-6B04A8C0AD18/current,http://landregistry.data.gov.uk/data/ppi/address/605d67bfe3329e28487d9ffed1ce023c221ed78b,5,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,184500,2020-12-11,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,C18F412B-26EF-81A6-E053-6B04A8C0AD18
http://landregistry.data.gov.uk/data/ppi/transaction/C18F412B-A5CF-81A6-E053-6B04A8C0AD18/current,http://landregistry.data.gov.uk/data/ppi/address/2d170d277ae001d85f07efa2e15f04416c228239,33,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,187500,2021-02-22,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,C18F412B-A5CF-81A6-E053-6B04A8C0AD18
http://landregistry.data.gov.uk/data/ppi/transaction/BA558B32-E2FD-76EF-E053-6B04A8C0B4B7/current,http://landregistry.data.gov.uk/data/ppi/address/587b800b0cf73576a70f03ae4620798e85babca3,20,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,193000,2020-10-23,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,BA558B32-E2FD-76EF-E053-6B04A8C0B4B7
http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-5D6A-422C-E053-6C04A8C0FB8A/current,http://landregistry.data.gov.uk/data/ppi/address/b160ed1aabf15a1ea6ce8ba8d34070bd9f87eead,6,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,200000,2017-12-15,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,64342BFF-5D6A-422C-E053-6C04A8C0FB8A
http://landregistry.data.gov.uk/data/ppi/transaction/6B32222C-81CB-01F1-E053-6C04A8C0D2C8/current,http://landregistry.data.gov.uk/data/ppi/address/c1a84d6236dcd4e9bfb988b16e795a43db7d6422,34,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,200000,2018-04-04,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,6B32222C-81CB-01F1-E053-6C04A8C0D2C8
http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-EA89-60A9-E063-4804A8C0C25D/current,http://landregistry.data.gov.uk/data/ppi/address/605d67bfe3329e28487d9ffed1ce023c221ed78b,5,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,208000,2025-04-17,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,42C129E4-EA89-60A9-E063-4804A8C0C25D
http://landregistry.data.gov.uk/data/ppi/transaction/DBA933F9-C6A0-669D-E053-6B04A8C0AD56/current,http://landregistry.data.gov.uk/data/ppi/address/ac00157c22f1c311ce1d033deea45dbe40fc100c,31,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,211000,2022-02-28,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,DBA933F9-C6A0-669D-E053-6B04A8C0AD56
http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C199-466A-6E40-E053-6C04A8C0B3B4/current,http://landregistry.data.gov.uk/data/ppi/address/97b9238b8f579d16e20c15c46fc16f7243d82ef0,58,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,212000,2022-05-20,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,F3B6C199-466A-6E40-E053-6C04A8C0B3B4
http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DB-0F51-8A03-E053-4804A8C01F61/current,http://landregistry.data.gov.uk/data/ppi/address/0bf742b9cf7cb9eb71595acf175fc8285c6cbded,19,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,215000,2023-05-12,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,FFA361DB-0F51-8A03-E053-4804A8C01F61
http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-D23F-9EB1-E063-4704A8C09D02/current,http://landregistry.data.gov.uk/data/ppi/address/1738a057a9fb373fcf1eb9ed9caae065a8a20f53,26,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,215000,2024-06-14,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,1EAE3DF6-D23F-9EB1-E063-4704A8C09D02
http://landregistry.data.gov.uk/data/ppi/transaction/919FEC06-2A25-9A90-E053-6C04A8C0A300/current,http://landregistry.data.gov.uk/data/ppi/address/a87d0f5b7277622f3e4ea473682c8f52457955ad,21,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,225000,2019-07-12,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,919FEC06-2A25-9A90-E053-6C04A8C0A300
http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-3A3C-5B9D-E063-4704A8C0331E/current,http://landregistry.data.gov.uk/data/ppi/address/7340c93a06a59755ed43b9d6e9721b2ed315e6b3,20,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,230000,2025-07-23,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,3DCCB7CA-3A3C-5B9D-E063-4704A8C0331E
http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-0164-5D59-E063-4804A8C09F8E/current,http://landregistry.data.gov.uk/data/ppi/address/fb85cfc4634add6762d86826435d86b1b6a9e686,54,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,230000,2025-10-24,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,4777E0AF-0164-5D59-E063-4804A8C09F8E
http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-8873-6E40-E053-6C04A8C0B3B4/current,http://landregistry.data.gov.uk/data/ppi/address/b3dd5b40c84e2d9e36fb583b8115a0630815bfa6,39,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,240000,2022-07-01,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,F3B6C198-8873-6E40-E053-6C04A8C0B3B4
http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DA77-69A5-E063-4704A8C07DAC/current,http://landregistry.data.gov.uk/data/ppi/address/98318d6ece6b03bb4317491a2eb7e30c476cd65a,36,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,243000,2023-09-18,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,0B853950-DA77-69A5-E063-4704A8C07DAC
http://landregistry.data.gov.uk/data/ppi/transaction/75050A85-795F-9A88-E053-6B04A8C02390/current,http://landregistry.data.gov.uk/data/ppi/address/c36ba7cdf20ff3b39546dd9f6794cb4298f57cfa,1,FLORENCE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,NN1 4NA,245000,2018-07-20,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,semi-detached,Freehold,75050A85-795F-9A88-E053-6B04A8C02390
http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DA8C-69A5-E063-4704A8C07DAC/current,http://landregistry.data.gov.uk/data/ppi/address/9237c92fadc53c64d3cf7699f51cf1fb192e46e1,38,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,246500,2023-09-18,Additional price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,0B853950-DA8C-69A5-E063-4704A8C07DAC
http://landregistry.data.gov.uk/data/ppi/transaction/E073986B-8E55-2134-E053-6C04A8C0233B/current,http://landregistry.data.gov.uk/data/ppi/address/8782aee47482d3c30a9e692e6014a12cc9ebf5af,34,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,255000,2022-04-11,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,terraced,Freehold,E073986B-8E55-2134-E053-6C04A8C0233B
http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C5-F5CA-0491-E053-6C04A8C032ED/current,http://landregistry.data.gov.uk/data/ppi/address/a59a2fd2545fb874e0f6baea97370a3f05469abb,1,FLORENCE ROAD,NORTHAMPTON,WEST NORTHAMPTONSHIRE,NN1 4NA,265000,2022-10-21,Standard price paid transaction,http://landregistry.data.gov.uk/def/ppi/add,semi-detached,Freehold,F16F63C5-F5CA-0491-E053-6C04A8C032ED
